"","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
"456","season2",1,3,"nonholiday","Sat","nonworkingday","weather2","lowtemp1",0.421708,"highhum2","highwind2",2301,3934,6235
"457","season2",1,4,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.417287,"highhum2","lowwind1",2347,3694,6041
"458","season2",1,4,"nonholiday","Mon","workingday","weather1","lowtemp1",0.427513,"highhum1","highwind2",1208,4728,5936
"459","season2",1,4,"nonholiday","Tue","workingday","weather1","lowtemp1",0.461483,"lowhum1","lowwind2",1348,5424,6772
"460","season2",1,4,"nonholiday","Wed","workingday","weather1","hightemp1",0.53345,"lowhum1","highwind1",1058,5378,6436
"461","season2",1,4,"nonholiday","Thu","workingday","weather1","lowtemp1",0.431163,"lowhum1","highwind1",1192,5265,6457
"462","season2",1,4,"nonholiday","Fri","workingday","weather1","lowtemp1",0.390767,"lowhum1","highwind2",1807,4653,6460
"463","season2",1,4,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.426129,"lowhum2","highwind2",3252,3605,6857
"464","season2",1,4,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.492425,"lowhum2","highwind1",2230,2939,5169
"465","season2",1,4,"nonholiday","Mon","workingday","weather1","lowtemp1",0.476638,"lowhum2","highwind2",905,4680,5585
"466","season2",1,4,"nonholiday","Tue","workingday","weather1","lowtemp1",0.436233,"lowhum1","highwind2",819,5099,5918
"467","season2",1,4,"nonholiday","Wed","workingday","weather1","lowtemp1",0.337274,"lowhum1","highwind2",482,4380,4862
"468","season2",1,4,"nonholiday","Thu","workingday","weather1","lowtemp1",0.387604,"lowhum1","highwind2",663,4746,5409
"469","season2",1,4,"nonholiday","Fri","workingday","weather1","lowtemp1",0.431808,"lowhum1","lowwind1",1252,5146,6398
"470","season2",1,4,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.487996,"highhum1","highwind1",2795,4665,7460
"471","season2",1,4,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.573875,"highhum1","highwind1",2846,4286,7132
"472","season2",1,4,"holiday","Mon","nonworkingday","weather1","hightemp2",0.614925,"highhum1","highwind2",1198,5172,6370
"473","season2",1,4,"nonholiday","Tue","workingday","weather1","hightemp1",0.598487,"lowhum1","highwind2",989,5702,6691
"474","season2",1,4,"nonholiday","Wed","workingday","weather2","lowtemp1",0.457038,"highhum1","lowwind1",347,4020,4367
"475","season2",1,4,"nonholiday","Thu","workingday","weather1","hightemp1",0.493046,"highhum1","lowwind2",846,5719,6565
"476","season2",1,4,"nonholiday","Fri","workingday","weather1","hightemp1",0.515775,"highhum2","lowwind1",1340,5950,7290
"477","season2",1,4,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.542921,"highhum2","highwind2",2541,4083,6624
"478","season2",1,4,"nonholiday","Sun","nonworkingday","weather3","lowtemp1",0.389504,"highhum2","highwind2",120,907,1027
"479","season2",1,4,"nonholiday","Mon","workingday","weather2","lowtemp2",0.301125,"highhum2","highwind2",195,3019,3214
"480","season2",1,4,"nonholiday","Tue","workingday","weather1","lowtemp1",0.405283,"lowhum1","highwind2",518,5115,5633
"481","season2",1,4,"nonholiday","Wed","workingday","weather1","lowtemp1",0.470317,"lowhum1","lowwind2",655,5541,6196
"482","season2",1,4,"nonholiday","Thu","workingday","weather2","hightemp1",0.483583,"highhum2","lowwind1",475,4551,5026
"483","season2",1,4,"nonholiday","Fri","workingday","weather1","lowtemp1",0.452637,"lowhum1","highwind2",1014,5219,6233
"484","season2",1,4,"nonholiday","Sat","nonworkingday","weather2","lowtemp1",0.377504,"lowhum1","lowwind2",1120,3100,4220
"485","season2",1,4,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.450121,"highhum1","lowwind2",2229,4075,6304
"486","season2",1,4,"nonholiday","Mon","workingday","weather2","lowtemp1",0.457696,"highhum1","lowwind1",665,4907,5572
"487","season2",1,5,"nonholiday","Tue","workingday","weather2","hightemp1",0.577021,"highhum2","lowwind1",653,5087,5740
"488","season2",1,5,"nonholiday","Wed","workingday","weather1","hightemp1",0.537896,"highhum2","lowwind1",667,5502,6169
"489","season2",1,5,"nonholiday","Thu","workingday","weather2","hightemp1",0.537242,"highhum2","lowwind2",764,5657,6421
"490","season2",1,5,"nonholiday","Fri","workingday","weather1","hightemp1",0.590917,"highhum2","lowwind1",1069,5227,6296
"491","season2",1,5,"nonholiday","Sat","nonworkingday","weather2","hightemp1",0.584608,"highhum2","lowwind1",2496,4387,6883
"492","season2",1,5,"nonholiday","Sun","nonworkingday","weather2","hightemp1",0.546737,"highhum2","lowwind1",2135,4224,6359
"493","season2",1,5,"nonholiday","Mon","workingday","weather2","hightemp1",0.527142,"highhum2","highwind1",1008,5265,6273
"494","season2",1,5,"nonholiday","Tue","workingday","weather2","hightemp1",0.557471,"highhum2","highwind2",738,4990,5728
"495","season2",1,5,"nonholiday","Wed","workingday","weather2","hightemp1",0.553025,"highhum2","highwind1",620,4097,4717
"496","season2",1,5,"nonholiday","Thu","workingday","weather1","hightemp1",0.491783,"highhum1","highwind2",1026,5546,6572
"497","season2",1,5,"nonholiday","Fri","workingday","weather1","hightemp1",0.520833,"lowhum1","highwind2",1319,5711,7030
"498","season2",1,5,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.544817,"lowhum1","lowwind2",2622,4807,7429
"499","season2",1,5,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.585238,"highhum1","highwind1",2172,3946,6118
"500","season2",1,5,"nonholiday","Mon","workingday","weather2","hightemp1",0.5499,"highhum2","highwind1",342,2501,2843
"501","season2",1,5,"nonholiday","Tue","workingday","weather2","hightemp1",0.576404,"highhum2","lowwind1",625,4490,5115
"502","season2",1,5,"nonholiday","Wed","workingday","weather1","hightemp1",0.595975,"highhum2","lowwind2",991,6433,7424
"503","season2",1,5,"nonholiday","Thu","workingday","weather1","hightemp1",0.572613,"highhum1","highwind1",1242,6142,7384
"504","season2",1,5,"nonholiday","Fri","workingday","weather1","hightemp1",0.551121,"highhum1","lowwind1",1521,6118,7639
"505","season2",1,5,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.566908,"lowhum1","lowwind2",3410,4884,8294
"506","season2",1,5,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.583967,"highhum1","highwind2",2704,4425,7129
"507","season2",1,5,"nonholiday","Mon","workingday","weather2","hightemp1",0.565667,"highhum2","highwind1",630,3729,4359
"508","season2",1,5,"nonholiday","Tue","workingday","weather2","hightemp1",0.580825,"highhum2","lowwind2",819,5254,6073
"509","season2",1,5,"nonholiday","Wed","workingday","weather2","hightemp1",0.584612,"highhum2","lowwind2",766,4494,5260
"510","season2",1,5,"nonholiday","Thu","workingday","weather1","hightemp1",0.6067,"highhum2","lowwind1",1059,5711,6770
"511","season2",1,5,"nonholiday","Fri","workingday","weather1","hightemp2",0.627529,"highhum2","lowwind1",1417,5317,6734
"512","season2",1,5,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.642696,"highhum2","highwind1",2855,3681,6536
"513","season2",1,5,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.641425,"highhum2","highwind1",3283,3308,6591
"514","season2",1,5,"holiday","Mon","nonworkingday","weather1","hightemp2",0.6793,"highhum2","highwind1",2557,3486,6043
"515","season2",1,5,"nonholiday","Tue","workingday","weather1","hightemp2",0.672992,"highhum2","highwind2",880,4863,5743
"516","season2",1,5,"nonholiday","Wed","workingday","weather2","hightemp2",0.611129,"highhum2","lowwind2",745,6110,6855
"517","season2",1,5,"nonholiday","Thu","workingday","weather1","hightemp2",0.631329,"lowhum1","highwind1",1100,6238,7338
"518","season2",1,6,"nonholiday","Fri","workingday","weather2","hightemp1",0.607962,"highhum2","highwind2",533,3594,4127
"519","season2",1,6,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.566288,"highhum1","highwind1",2795,5325,8120
"520","season2",1,6,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.575133,"lowhum1","highwind1",2494,5147,7641
"521","season2",1,6,"nonholiday","Mon","workingday","weather1","hightemp1",0.578283,"lowhum1","highwind2",1071,5927,6998
"522","season2",1,6,"nonholiday","Tue","workingday","weather2","hightemp1",0.525892,"highhum1","highwind1",968,6033,7001
"523","season2",1,6,"nonholiday","Wed","workingday","weather1","hightemp1",0.542292,"highhum1","lowwind2",1027,6028,7055
"524","season2",1,6,"nonholiday","Thu","workingday","weather1","hightemp1",0.569442,"highhum1","lowwind1",1038,6456,7494
"525","season2",1,6,"nonholiday","Fri","workingday","weather1","hightemp1",0.597862,"lowhum1","lowwind1",1488,6248,7736
"526","season2",1,6,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.648367,"lowhum1","lowwind1",2708,4790,7498
"527","season2",1,6,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.663517,"highhum1","lowwind2",2224,4374,6598
"528","season2",1,6,"nonholiday","Mon","workingday","weather2","hightemp2",0.659721,"highhum1","highwind1",1017,5647,6664
"529","season2",1,6,"nonholiday","Tue","workingday","weather2","hightemp1",0.597875,"highhum2","highwind1",477,4495,4972
"530","season2",1,6,"nonholiday","Wed","workingday","weather1","hightemp2",0.611117,"highhum1","highwind2",1173,6248,7421
"531","season2",1,6,"nonholiday","Thu","workingday","weather1","hightemp1",0.624383,"highhum1","highwind2",1180,6183,7363
"532","season2",1,6,"nonholiday","Fri","workingday","weather1","hightemp1",0.599754,"highhum1","lowwind1",1563,6102,7665
"533","season2",1,6,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.594708,"highhum1","lowwind1",2963,4739,7702
"534","season2",1,6,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.571975,"highhum1","lowwind1",2634,4344,6978
"535","season2",1,6,"nonholiday","Mon","workingday","weather2","hightemp1",0.544842,"highhum2","lowwind1",653,4446,5099
"536","season2",1,6,"nonholiday","Tue","workingday","weather1","hightemp2",0.654692,"highhum2","lowwind1",968,5857,6825
"537","season2",1,6,"nonholiday","Wed","workingday","weather1","hightemp2",0.720975,"highhum1","lowwind2",872,5339,6211
"538","season3",1,6,"nonholiday","Thu","workingday","weather1","hightemp2",0.752542,"highhum1","lowwind2",778,5127,5905
"539","season3",1,6,"nonholiday","Fri","workingday","weather1","hightemp2",0.724121,"highhum1","highwind1",964,4859,5823
"540","season3",1,6,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.652792,"highhum1","lowwind1",2657,4801,7458
"541","season3",1,6,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.674254,"lowhum1","lowwind1",2551,4340,6891
"542","season3",1,6,"nonholiday","Mon","workingday","weather1","hightemp2",0.654042,"highhum1","highwind2",1139,5640,6779
"543","season3",1,6,"nonholiday","Tue","workingday","weather1","hightemp1",0.594704,"lowhum1","highwind2",1077,6365,7442
"544","season3",1,6,"nonholiday","Wed","workingday","weather1","hightemp2",0.640792,"lowhum1","highwind2",1077,6258,7335
"545","season3",1,6,"nonholiday","Thu","workingday","weather1","hightemp2",0.675512,"lowhum1","lowwind1",921,5958,6879
"546","season3",1,6,"nonholiday","Fri","workingday","weather1","hightemp2",0.786613,"lowhum1","lowwind1",829,4634,5463
"547","season3",1,6,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.687508,"highhum1","lowwind1",1455,4232,5687
"548","season3",1,7,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.750629,"highhum1","lowwind1",1421,4110,5531
"549","season3",1,7,"nonholiday","Mon","workingday","weather1","hightemp2",0.702038,"lowhum1","highwind1",904,5323,6227
"550","season3",1,7,"nonholiday","Tue","workingday","weather1","hightemp2",0.70265,"lowhum1","lowwind2",1052,5608,6660
"551","season3",1,7,"holiday","Wed","nonworkingday","weather1","hightemp2",0.732337,"highhum1","lowwind1",2562,4841,7403
"552","season3",1,7,"nonholiday","Thu","workingday","weather1","hightemp2",0.761367,"lowhum1","highwind1",1405,4836,6241
"553","season3",1,7,"nonholiday","Fri","workingday","weather1","hightemp2",0.752533,"lowhum1","lowwind1",1366,4841,6207
"554","season3",1,7,"nonholiday","Sat","nonworkingday","weather1",NA,0.804913,"lowhum1","lowwind1",1448,3392,4840
"555","season3",1,7,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.790396,"highhum1","lowwind2",1203,3469,4672
"556","season3",1,7,"nonholiday","Mon","workingday","weather2","hightemp2",0.654054,"highhum2","highwind1",998,5571,6569
"557","season3",1,7,"nonholiday","Tue","workingday","weather2","hightemp2",0.664796,"highhum2","lowwind1",954,5336,6290
"558","season3",1,7,"nonholiday","Wed","workingday","weather1","hightemp2",0.650271,"highhum1","lowwind1",975,6289,7264
"559","season3",1,7,"nonholiday","Thu","workingday","weather1","hightemp2",0.654683,"highhum1","lowwind1",1032,6414,7446
"560","season3",1,7,"nonholiday","Fri","workingday","weather2","hightemp2",0.667933,"lowhum1","lowwind2",1511,5988,7499
"561","season3",1,7,"nonholiday","Sat","nonworkingday","weather2","hightemp2",0.666042,"highhum2","lowwind1",2355,4614,6969
"562","season3",1,7,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.705196,"highhum2","lowwind1",1920,4111,6031
"563","season3",1,7,"nonholiday","Mon","workingday","weather1","hightemp2",0.724125,"highhum1","lowwind1",1088,5742,6830
"564","season3",1,7,"nonholiday","Tue","workingday","weather1","hightemp2",0.755683,"highhum1","lowwind2",921,5865,6786
"565","season3",1,7,"nonholiday","Wed","workingday","weather1","hightemp2",0.745583,"highhum1","lowwind1",799,4914,5713
"566","season3",1,7,"nonholiday","Thu","workingday","weather1","hightemp2",0.714642,"highhum1","lowwind1",888,5703,6591
"567","season3",1,7,"nonholiday","Fri","workingday","weather2","hightemp2",0.613025,"highhum2","highwind1",747,5123,5870
"568","season3",1,7,"nonholiday","Sat","nonworkingday","weather3","hightemp1",0.549912,NA,"highwind1",1264,3195,4459
"569","season3",1,7,"nonholiday","Sun","nonworkingday","weather2","hightemp2",0.623125,"highhum2","lowwind2",2544,4866,7410
"570","season3",1,7,"nonholiday","Mon","workingday","weather1","hightemp2",0.690017,"highhum2","lowwind1",1135,5831,6966
"571","season3",1,7,"nonholiday","Tue","workingday","weather1","hightemp2",0.70645,"highhum1","highwind1",1140,6452,7592
"572","season3",1,7,"nonholiday","Wed","workingday","weather1","hightemp2",0.654054,"lowhum1","lowwind1",1383,6790,8173
"573","season3",1,7,"nonholiday","Thu","workingday","weather1","hightemp2",0.739263,"highhum1","highwind2",1036,5825,6861
"574","season3",1,7,"nonholiday","Fri","workingday","weather1","hightemp2",0.734217,"highhum1","lowwind1",1259,5645,6904
"575","season3",1,7,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.697604,"highhum1","lowwind1",2234,4451,6685
"576","season3",1,7,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.667933,"highhum1","lowwind1",2153,4444,6597
"577","season3",1,7,"nonholiday","Mon","workingday","weather1","hightemp2",0.684987,"highhum2","lowwind1",1040,6065,7105
"578","season3",1,7,"nonholiday","Tue","workingday","weather1","hightemp2",0.662896,"highhum2","lowwind1",968,6248,7216
"579","season3",1,8,"nonholiday","Wed","workingday","weather1","hightemp2",0.667308,"highhum2","lowwind1",1074,6506,7580
"580","season3",1,8,"nonholiday","Thu","workingday","weather1","hightemp2",0.707088,"highhum2","lowwind2",983,6278,7261
"581","season3",1,8,"nonholiday","Fri","workingday","weather2","hightemp2",0.722867,"highhum1","highwind1",1328,5847,7175
"582","season3",1,8,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.751267,"highhum1","highwind2",2345,4479,6824
"583","season3",1,8,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.731079,"highhum1","highwind2",1707,3757,5464
"584","season3",1,8,"nonholiday","Mon","workingday","weather2","hightemp2",0.710246,"highhum1","lowwind2",1233,5780,7013
"585","season3",1,8,"nonholiday","Tue","workingday","weather2","hightemp2",0.697621,"highhum2","lowwind2",1278,5995,7273
"586","season3",1,8,"nonholiday","Wed","workingday","weather2","hightemp2",0.707717,"highhum2","lowwind2",1263,6271,7534
"587","season3",1,8,"nonholiday","Thu","workingday","weather1","hightemp2",0.699508,"highhum1","lowwind1",1196,6090,7286
"588","season3",1,8,"nonholiday","Fri","workingday","weather2","hightemp2",0.667942,"highhum2","highwind2",1065,4721,5786
"589","season3",1,8,"nonholiday","Sat","nonworkingday","weather2","hightemp2",0.638267,"highhum2","highwind1",2247,4052,6299
"590","season3",1,8,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.644579,"highhum1","lowwind2",2182,4362,6544
"591","season3",1,8,"nonholiday","Mon","workingday","weather1","hightemp2",0.662254,"highhum1","lowwind1",1207,5676,6883
"592","season3",1,8,"nonholiday","Tue","workingday","weather1","hightemp2",0.676779,"highhum2","lowwind1",1128,5656,6784
"593","season3",1,8,"nonholiday","Wed","workingday","weather1","hightemp2",0.654037,"highhum1","lowwind1",1198,6149,7347
"594","season3",1,8,"nonholiday","Thu","workingday","weather1","hightemp2",0.654688,"highhum1","lowwind1",1338,6267,7605
"595","season3",1,8,"nonholiday","Fri","workingday","weather1","hightemp2",0.2424,"highhum1","highwind1",1483,5665,7148
"596","season3",1,8,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.618071,"highhum1","lowwind1",2827,5038,7865
"597","season3",1,8,"nonholiday","Sun","nonworkingday","weather2","hightemp1",0.603554,"highhum2","lowwind2",1208,3341,4549
"598","season3",1,8,"nonholiday","Mon","workingday","weather2","hightemp1",0.595967,"highhum2","lowwind2",1026,5504,6530
"599","season3",1,8,"nonholiday","Tue","workingday","weather1","hightemp1",0.601025,"highhum2","lowwind2",1081,5925,7006
"600","season3",1,8,"nonholiday","Wed","workingday","weather1","hightemp2",0.621854,"highhum2","lowwind2",1094,6281,7375
"601","season3",1,8,"nonholiday","Thu","workingday","weather1","hightemp2",0.637008,"highhum1","lowwind2",1363,6402,7765
"602","season3",1,8,"nonholiday","Fri","workingday","weather2","hightemp2",0.6471,"highhum1","lowwind2",1325,6257,7582
"603","season3",1,8,"nonholiday","Sat","nonworkingday","weather2","hightemp2",0.618696,"highhum2","highwind2",1829,4224,6053
"604","season3",1,8,"nonholiday","Sun","nonworkingday","weather2","hightemp1",0.595996,"highhum2","highwind1",1483,3772,5255
"605","season3",1,8,"nonholiday","Mon","workingday","weather1","hightemp2",0.654688,"highhum2","lowwind2",989,5928,6917
"606","season3",1,8,"nonholiday","Tue","workingday","weather1","hightemp2",0.66605,"highhum1","highwind1",935,6105,7040
"607","season3",1,8,"nonholiday","Wed","workingday","weather1","hightemp2",0.635733,"highhum1","lowwind2",1177,6520,7697
"608","season3",1,8,"nonholiday","Thu","workingday","weather1","hightemp2",0.652779,"highhum1","lowwind2",1172,6541,7713
"609","season3",1,8,"nonholiday","Fri","workingday","weather1","hightemp2",0.6894,"highhum1","lowwind1",1433,5917,7350
"610","season3",1,9,"nonholiday","Sat","nonworkingday","weather2","hightemp2",0.702654,"highhum1","lowwind2",2352,3788,6140
"611","season3",1,9,"nonholiday","Sun","nonworkingday","weather2","hightemp2",0.649,"highhum2","lowwind2",2613,3197,5810
"612","season3",1,9,"holiday","Mon","nonworkingday","weather1","hightemp2",0.661629,"highhum2","lowwind1",1965,4069,6034
"613","season3",1,9,"nonholiday","Tue","workingday","weather1","hightemp2",0.686888,"highhum2","highwind2",867,5997,6864
"614","season3",1,9,"nonholiday","Wed","workingday","weather1","hightemp2",0.708983,"highhum2","highwind1",832,6280,7112
"615","season3",1,9,"nonholiday","Thu","workingday","weather2","hightemp2",0.655329,"highhum2","lowwind1",611,5592,6203
"616","season3",1,9,"nonholiday","Fri","workingday","weather1","hightemp2",0.657204,"highhum2","lowwind1",1045,6459,7504
"617","season3",1,9,"nonholiday","Sat","nonworkingday","weather2","hightemp2",0.611121,"highhum2","highwind2",1557,4419,5976
"618","season3",1,9,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.578925,"highhum1","highwind1",2570,5657,8227
"619","season3",1,9,"nonholiday","Mon","workingday","weather1","hightemp1",0.565654,"highhum1","highwind2",1118,6407,7525
"620","season3",1,9,"nonholiday","Tue","workingday","weather1","hightemp1",0.554292,"highhum1","lowwind2",1070,6697,7767
"621","season3",1,9,"nonholiday","Wed","workingday","weather1","hightemp1",0.570075,"highhum1","lowwind2",1050,6820,7870
"622","season3",1,9,"nonholiday","Thu","workingday","weather1","hightemp1",0.579558,"highhum1","lowwind2",1054,6750,7804
"623","season3",1,9,"nonholiday","Fri","workingday","weather1","hightemp1",0.594083,"highhum2","lowwind2",1379,6630,8009
"624","season3",1,9,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.585867,"highhum1","highwind2",3160,5554,8714
"625","season3",1,9,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.563125,"highhum1","lowwind2",2166,5167,7333
"626","season3",1,9,"nonholiday","Mon","workingday","weather2","hightemp1",0.55305,"highhum2","lowwind1",1022,5847,6869
"627","season3",1,9,"nonholiday","Tue","workingday","weather2","hightemp1",0.565067,NA,"highwind2",371,3702,4073
"628","season3",1,9,"nonholiday","Wed","workingday","weather1","hightemp1",0.540404,"highhum1","highwind1",788,6803,7591
"629","season3",1,9,"nonholiday","Thu","workingday","weather1","hightemp1",0.532192,"highhum1","lowwind2",939,6781,7720
"630","season3",1,9,"nonholiday","Fri","workingday","weather1","hightemp1",0.571971,"highhum2","lowwind1",1250,6917,8167
"631","season3",1,9,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.610488,"highhum1","highwind2",2512,5883,8395
"632","season4",1,9,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.518933,"lowhum1","highwind1",2454,5453,7907
"633","season4",1,9,"nonholiday","Mon","workingday","weather1","hightemp1",0.502513,"lowhum1","lowwind1",1001,6435,7436
"634","season4",1,9,"nonholiday","Tue","workingday","weather1","hightemp1",0.544179,"highhum1","highwind2",845,6693,7538
"635","season4",1,9,"nonholiday","Wed","workingday","weather1","hightemp1",0.596613,"highhum1","highwind2",787,6946,7733
"636","season4",1,9,"nonholiday","Thu","workingday","weather2","hightemp1",0.607975,"highhum2","lowwind2",751,6642,7393
"637","season4",1,9,"nonholiday","Fri","workingday","weather2","hightemp1",0.585863,"highhum2","lowwind1",1045,6370,7415
"638","season4",1,9,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.530296,"highhum1","highwind1",2589,5966,8555
"639","season4",1,9,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.517663,"highhum1","lowwind1",2015,4874,6889
"640","season4",1,10,"nonholiday","Mon","workingday","weather2","hightemp1",0.512,"highhum1","lowwind2",763,6015,6778
"641","season4",1,10,"nonholiday","Tue","workingday","weather3","hightemp1",0.542333,NA,"lowwind2",315,4324,4639
"642","season4",1,10,"nonholiday","Wed","workingday","weather2","hightemp2",0.599133,"highhum2","lowwind2",728,6844,7572
"643","season4",1,10,"nonholiday","Thu","workingday","weather2","hightemp2",0.607975,"highhum2","lowwind2",891,6437,7328
"644","season4",1,10,"nonholiday","Fri","workingday","weather1","hightemp1",0.580187,"highhum1","lowwind2",1516,6640,8156
"645","season4",1,10,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.538521,"highhum2","highwind2",3031,4934,7965
"646","season4",1,10,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.419813,"highhum2","lowwind1",781,2729,3510
"647","season4",1,10,"holiday","Mon","nonworkingday","weather2","lowtemp1",0.387608,"highhum2","highwind1",874,4604,5478
"648","season4",1,10,"nonholiday","Tue","workingday","weather2","lowtemp1",0.438112,"highhum2","highwind1",601,5791,6392
"649","season4",1,10,"nonholiday","Wed","workingday","weather1","hightemp1",0.503142,"highhum1","highwind1",780,6911,7691
"650","season4",1,10,"nonholiday","Thu","workingday","weather1","lowtemp1",0.431167,"lowhum1","highwind1",834,6736,7570
"651","season4",1,10,"nonholiday","Fri","workingday","weather1","lowtemp1",0.433071,"highhum1","highwind2",1060,6222,7282
"652","season4",1,10,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.391396,"lowhum1","lowwind1",2252,4857,7109
"653","season4",1,10,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.508204,"highhum1","highwind2",2080,4559,6639
"654","season4",1,10,"nonholiday","Mon","workingday","weather2","hightemp1",0.53915,"highhum2","highwind2",760,5115,5875
"655","season4",1,10,"nonholiday","Tue","workingday","weather1","lowtemp1",0.460846,"highhum1","highwind1",922,6612,7534
"656","season4",1,10,"nonholiday","Wed","workingday","weather1","lowtemp1",0.450108,"highhum2","lowwind2",979,6482,7461
"657","season4",1,10,"nonholiday","Thu","workingday","weather2","hightemp1",0.512625,"highhum2","highwind2",1008,6501,7509
"658","season4",1,10,"nonholiday","Fri","workingday","weather2","hightemp1",0.537896,"highhum2","lowwind1",753,4671,5424
"659","season4",1,10,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.472842,"highhum1","lowwind2",2806,5284,8090
"660","season4",1,10,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.456429,"highhum1","lowwind1",2132,4692,6824
"661","season4",1,10,"nonholiday","Mon","workingday","weather1","lowtemp1",0.482942,"highhum1","lowwind2",830,6228,7058
"662","season4",1,10,"nonholiday","Tue","workingday","weather1","hightemp1",0.530304,"highhum1","lowwind2",841,6625,7466
"663","season4",1,10,"nonholiday","Wed","workingday","weather1","hightemp1",0.558721,"highhum1","lowwind2",795,6898,7693
"664","season4",1,10,"nonholiday","Thu","workingday","weather2","hightemp1",0.529688,"highhum2","lowwind2",875,6484,7359
"665","season4",1,10,"nonholiday","Fri","workingday","weather2","hightemp1",0.52275,"highhum2","lowwind2",1182,6262,7444
"666","season4",1,10,"nonholiday","Sat","nonworkingday","weather2","hightemp1",0.515133,"highhum2","highwind2",2643,5209,7852
"667","season4",1,10,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.467771,"highhum2","highwind2",998,3461,4459
"668","season4",1,10,"nonholiday","Mon","workingday","weather3","lowtemp1",0.4394,NA,"highwind2",2,20,22
"669","season4",1,10,"nonholiday","Tue","workingday","weather2","lowtemp2",0.309909,"highhum2","highwind1",87,1009,1096
"670","season4",1,10,"nonholiday","Wed","workingday","weather2","lowtemp1",0.3611,"highhum2","lowwind1",419,5147,5566
"671","season4",1,11,"nonholiday","Thu","workingday","weather2","lowtemp1",0.369942,"highhum1","lowwind1",466,5520,5986
"672","season4",1,11,"nonholiday","Fri","workingday","weather1","lowtemp1",0.356042,"highhum1","highwind2",618,5229,5847
"673","season4",1,11,"nonholiday","Sat","nonworkingday","weather2","lowtemp1",0.323846,"lowhum1","highwind2",1029,4109,5138
"674","season4",1,11,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.329538,"highhum1","lowwind1",1201,3906,5107
"675","season4",1,11,"nonholiday","Mon","workingday","weather1","lowtemp2",0.308075,"lowhum1","highwind2",378,4881,5259
"676","season4",1,11,"nonholiday","Tue","workingday","weather1","lowtemp2",0.281567,"highhum1","lowwind1",466,5220,5686
"677","season4",1,11,"nonholiday","Wed","workingday","weather2","lowtemp2",0.274621,"highhum1","highwind2",326,4709,5035
"678","season4",1,11,"nonholiday","Thu","workingday","weather1","lowtemp1",0.341891,"lowhum2","highwind2",340,4975,5315
"679","season4",1,11,"nonholiday","Fri","workingday","weather1","lowtemp1",0.355413,"highhum1","highwind1",709,5283,5992
"680","season4",1,11,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.393937,"highhum1","lowwind2",2090,4446,6536
"681","season4",1,11,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.421713,"highhum2","lowwind2",2290,4562,6852
"682","season4",1,11,"holiday","Mon","nonworkingday","weather1","lowtemp1",0.475383,"highhum2","lowwind1",1097,5172,6269
